case,domain,n_rows,task,method,bytes,reduction_pct,answer_preserved,invariants_preserved,recovered,latency_us
411,cloud_inventory,250,latest_state,Fixed projection,48018,89.84264110792168,1,1,0,234.202
411,cloud_inventory,250,latest_state,Head-tail sampling,37964,91.96938704279933,0,0,0,0.53
411,cloud_inventory,250,latest_state,Anomaly sampling,86852,81.62799503322115,0,0,0,225.588
411,cloud_inventory,250,latest_state,Task-aware unverified,174,99.96319337650003,1,0,0,9.615
411,cloud_inventory,250,latest_state,Pattern-retention guard,94374,80.03684892996377,1,1,1,210.446
411,cloud_inventory,250,latest_state,Invariant-preserving gate,637,99.86525391281907,1,1,1,215.935
412,cloud_inventory,250,aggregation,Raw,472741,0.0,1,1,0,0.0
412,cloud_inventory,250,aggregation,Fixed projection,48018,89.84264110792168,0,0,0,235.043
412,cloud_inventory,250,aggregation,Head-tail sampling,37964,91.96938704279933,0,0,0,0.561
412,cloud_inventory,250,aggregation,Anomaly sampling,86852,81.62799503322115,0,0,0,198.028
412,cloud_inventory,250,aggregation,Task-aware unverified,1957,99.5860312517848,1,1,0,39.52
412,cloud_inventory,250,aggregation,Pattern-retention guard,160503,66.04842820910393,1,1,1,216.906
412,cloud_inventory,250,aggregation,Invariant-preserving gate,1953,99.58687738106067,1,1,1,241.042
413,cloud_inventory,250,join,Raw,472741,0.0,1,1,0,0.0
413,cloud_inventory,250,join,Fixed projection,48018,89.84264110792168,0,0,0,229.785
413,cloud_inventory,250,join,Head-tail sampling,37964,91.96938704279933,0,0,0,0.501
413,cloud_inventory,250,join,Anomaly sampling,86852,81.62799503322115,0,0,0,169.445
413,cloud_inventory,250,join,Task-aware unverified,1090,99.76942977232777,1,1,0,17.517
413,cloud_inventory,250,join,Pattern-retention guard,102039,78.41545370509434,1,1,1,198.078
413,cloud_inventory,250,join,Invariant-preserving gate,1086,99.77027590160363,1,1,1,215.664
414,cloud_inventory,250,negative_evidence,Raw,472741,0.0,1,1,0,0.0
414,cloud_inventory,250,negative_evidence,Fixed projection,48018,89.84264110792168,1,1,0,225.298
414,cloud_inventory,250,negative_evidence,Head-tail sampling,37964,91.96938704279933,0,0,0,0.501
414,cloud_inventory,250,negative_evidence,Anomaly sampling,86852,81.62799503322115,0,0,0,168.483
414,cloud_inventory,250,negative_evidence,Task-aware unverified,81,99.98286588216381,0,0,0,0.491
414,cloud_inventory,250,negative_evidence,Pattern-retention guard,100079,78.83005705026642,1,1,1,199.069
414,cloud_inventory,250,negative_evidence,Invariant-preserving gate,393,99.91686779864662,1,1,1,198.868
415,cloud_inventory,250,threshold,Raw,472741,0.0,1,1,0,0.0
415,cloud_inventory,250,threshold,Fixed projection,48018,89.84264110792168,0,0,0,247.582
415,cloud_inventory,250,threshold,Head-tail sampling,37964,91.96938704279933,0,0,0,0.501
415,cloud_inventory,250,threshold,Anomaly sampling,86852,81.62799503322115,1,1,0,193.18
415,cloud_inventory,250,threshold,Task-aware unverified,184,99.96107805331037,1,1,0,9.845
415,cloud_inventory,250,threshold,Pattern-retention guard,169860,64.06912030054512,1,1,1,241.002
415,cloud_inventory,250,threshold,Invariant-preserving gate,86852,81.62799503322115,1,1,0,191.148
416,cloud_inventory,250,provenance,Raw,472741,0.0,1,1,0,0.0
416,cloud_inventory,250,provenance,Fixed projection,48018,89.84264110792168,0,0,0,235.714
416,cloud_inventory,250,provenance,Head-tail sampling,37964,91.96938704279933,0,0,0,0.471
416,cloud_inventory,250,provenance,Anomaly sampling,86852,81.62799503322115,1,1,0,173.641
416,cloud_inventory,250,provenance,Task-aware unverified,1938,99.59005036584514,1,1,0,18.077
416,cloud_inventory,250,provenance,Pattern-retention guard,86850,81.62841809785908,1,1,0,219.78
416,cloud_inventory,250,provenance,Invariant-preserving gate,86852,81.62799503322115,1,1,0,211.488
417,cloud_inventory,250,lookup,Raw,472729,0.0,1,1,0,0.0
417,cloud_inventory,250,lookup,Fixed projection,48101,89.82482564006015,0,0,0,232.709
417,cloud_inventory,250,lookup,Head-tail sampling,37719,92.02100992323298,0,0,0,0.531
417,cloud_inventory,250,lookup,Anomaly sampling,101896,78.44515568116194,1,1,0,182.664
417,cloud_inventory,250,lookup,Task-aware unverified,426,99.90988494465117,1,1,0,9.154
417,cloud_inventory,250,lookup,Pattern-retention guard,101894,78.44557875653916,1,1,0,208.383
417,cloud_inventory,250,lookup,Invariant-preserving gate,101896,78.44515568116194,1,1,0,188.183
418,cloud_inventory,250,rare_event,Raw,472729,0.0,1,1,0,0.0
418,cloud_inventory,250,rare_event,Fixed projection,48101,89.82482564006015,1,1,0,263.927
418,cloud_inventory,250,rare_event,Head-tail sampling,37719,92.02100992323298,0,0,0,0.521
418,cloud_inventory,250,rare_event,Anomaly sampling,101896,78.44515568116194,1,1,0,183.225
418,cloud_inventory,250,rare_event,Task-aware unverified,876,99.81469298477563,1,1,0,14.201
418,cloud_inventory,250,rare_event,Pattern-retention guard,101894,78.44557875653916,1,1,0,244.838
418,cloud_inventory,250,rare_event,Invariant-preserving gate,101896,78.44515568116194,1,1,0,199.039
419,cloud_inventory,250,latest_state,Raw,472729,0.0,1,1,0,0.0
419,cloud_inventory,250,latest_state,Fixed projection,48101,89.82482564006015,1,1,0,257.537
419,cloud_inventory,250,latest_state,Head-tail sampling,37719,92.02100992323298,0,0,0,0.501
419,cloud_inventory,250,latest_state,Anomaly sampling,101896,78.44515568116194,0,0,0,219.79
419,cloud_inventory,250,latest_state,Task-aware unverified,175,99.96298090449285,0,0,0,9.444
419,cloud_inventory,250,latest_state,Pattern-retention guard,118772,74.8752456481409,1,1,1,205.478
419,cloud_inventory,250,latest_state,Invariant-preserving gate,1003,99.78782769832188,1,1,1,229.945
420,cloud_inventory,250,aggregation,Raw,472729,0.0,1,1,0,0.0
420,cloud_inventory,250,aggregation,Fixed projection,48101,89.82482564006015,0,0,0,236.986
420,cloud_inventory,250,aggregation,Head-tail sampling,37719,92.02100992323298,0,0,0,0.561
420,cloud_inventory,250,aggregation,Anomaly sampling,101896,78.44515568116194,0,0,0,201.603
420,cloud_inventory,250,aggregation,Task-aware unverified,1562,99.6695781303876,1,1,0,38.397
420,cloud_inventory,250,aggregation,Pattern-retention guard,158572,66.4560456413717,1,1,1,210.727
420,cloud_inventory,250,aggregation,Invariant-preserving gate,1558,99.67042428114205,1,1,1,251.287
421,cloud_inventory,250,join,Raw,472729,0.0,1,1,0,0.0
421,cloud_inventory,250,join,Fixed projection,48101,89.82482564006015,0,0,0,230.826
421,cloud_inventory,250,join,Head-tail sampling,37719,92.02100992323298,0,0,0,0.501
421,cloud_inventory,250,join,Anomaly sampling,101896,78.44515568116194,0,0,0,174.853
421,cloud_inventory,250,join,Task-aware unverified,821,99.82632755764931,1,1,0,15.223
421,cloud_inventory,250,join,Pattern-retention guard,113194,76.05520287522026,1,1,1,230.777
421,cloud_inventory,250,join,Invariant-preserving gate,817,99.82717370840376,1,1,1,220.992
422,cloud_inventory,250,negative_evidence,Raw,472729,0.0,1,1,0,0.0
422,cloud_inventory,250,negative_evidence,Fixed projection,48101,89.82482564006015,1,1,0,246.7
422,cloud_inventory,250,negative_evidence,Head-tail sampling,37719,92.02100992323298,0,0,0,0.561
422,cloud_inventory,250,negative_evidence,Anomaly sampling,101896,78.44515568116194,0,0,0,177.266
422,cloud_inventory,250,negative_evidence,Task-aware unverified,81,99.98286544722241,0,0,0,0.501
422,cloud_inventory,250,negative_evidence,Pattern-retention guard,107628,77.23262165003628,1,1,1,200.281
422,cloud_inventory,250,negative_evidence,Invariant-preserving gate,395,99.91644261299814,1,1,1,225.178
423,cloud_inventory,250,threshold,Raw,472729,0.0,1,1,0,0.0
423,cloud_inventory,250,threshold,Fixed projection,48101,89.82482564006015,0,0,0,236.285
423,cloud_inventory,250,threshold,Head-tail sampling,37719,92.02100992323298,0,0,0,0.481
423,cloud_inventory,250,threshold,Anomaly sampling,101896,78.44515568116194,1,1,0,177.206
423,cloud_inventory,250,threshold,Task-aware unverified,184,99.96107706529533,1,1,0,9.874
423,cloud_inventory,250,threshold,Pattern-retention guard,164182,65.26931920825673,1,1,1,208.153
423,cloud_inventory,250,threshold,Invariant-preserving gate,101896,78.44515568116194,1,1,0,204.587
424,cloud_inventory,250,provenance,Raw,472729,0.0,1,1,0,0.0
424,cloud_inventory,250,provenance,Fixed projection,48101,89.82482564006015,0,0,0,258.368
424,cloud_inventory,250,provenance,Head-tail sampling,37719,92.02100992323298,0,0,0,0.521
424,cloud_inventory,250,provenance,Anomaly sampling,101896,78.44515568116194,1,1,0,186.971
424,cloud_inventory,250,provenance,Task-aware unverified,2184,99.53800168807075,1,1,0,18.659
424,cloud_inventory,250,provenance,Pattern-retention guard,101894,78.44557875653916,1,1,0,230.556
424,cloud_inventory,250,provenance,Invariant-preserving gate,101896,78.44515568116194,1,1,0,244.758
425,cloud_inventory,250,lookup,Raw,472727,0.0,1,1,0,0.0
425,cloud_inventory,250,lookup,Fixed projection,48041,89.83747490623553,0,0,0,233.0
425,cloud_inventory,250,lookup,Head-tail sampling,37732,92.01822616436125,0,0,0,0.531
425,cloud_inventory,250,lookup,Anomaly sampling,75602,84.00726000418847,0,0,0,199.45
425,cloud_inventory,250,lookup,Task-aware unverified,450,99.90480763738903,1,1,0,9.154
425,cloud_inventory,250,lookup,Pattern-retention guard,77496,83.60660592688804,1,1,1,189.415
425,cloud_inventory,250,lookup,Invariant-preserving gate,446,99.90565379172334,1,1,1,227.231
426,cloud_inventory,250,rare_event,Raw,472727,0.0,1,1,0,0.0
426,cloud_inventory,250,rare_event,Fixed projection,48041,89.83747490623553,1,1,0,226.25
426,cloud_inventory,250,rare_event,Head-tail sampling,37732,92.01822616436125,0,0,0,0.47
426,cloud_inventory,250,rare_event,Anomaly sampling,75602,84.00726000418847,1,1,0,167.401
426,cloud_inventory,250,rare_event,Task-aware unverified,450,99.90480763738903,1,1,0,10.215
426,cloud_inventory,250,rare_event,Pattern-retention guard,75600,84.00768308135562,1,1,0,188.614
426,cloud_inventory,250,rare_event,Invariant-preserving gate,75602,84.00726000418847,1,1,0,192.69
427,cloud_inventory,250,latest_state,Raw,472727,0.0,1,1,0,0.0
427,cloud_inventory,250,latest_state,Fixed projection,48041,89.83747490623553,1,1,0,232.89
427,cloud_inventory,250,latest_state,Head-tail sampling,37732,92.01822616436125,0,0,0,0.591
427,cloud_inventory,250,latest_state,Anomaly sampling,75602,84.00726000418847,0,0,0,176.816
427,cloud_inventory,250,latest_state,Task-aware unverified,175,99.9629807478735,0,0,0,9.244
427,cloud_inventory,250,latest_state,Pattern-retention guard,92476,80.43775794486035,1,1,1,193.661
427,cloud_inventory,250,latest_state,Invariant-preserving gate,1005,99.78740372350214,1,1,1,212.659
428,cloud_inventory,250,aggregation,Raw,472727,0.0,1,1,0,0.0
428,cloud_inventory,250,aggregation,Fixed projection,48041,89.83747490623553,0,0,0,226.38
428,cloud_inventory,250,aggregation,Head-tail sampling,37732,92.01822616436125,0,0,0,0.471
428,cloud_inventory,250,aggregation,Anomaly sampling,75602,84.00726000418847,0,0,0,188.112
428,cloud_inventory,250,aggregation,Task-aware unverified,1771,99.6253651684799,1,1,0,38.658
428,cloud_inventory,250,aggregation,Pattern-retention guard,143472,69.65013633661712,1,1,1,201.533
428,cloud_inventory,250,aggregation,Invariant-preserving gate,1767,99.62621132281423,1,1,1,246.93
429,cloud_inventory,250,join,Raw,472727,0.0,1,1,0,0.0
429,cloud_inventory,250,join,Fixed projection,48041,89.83747490623553,0,0,0,231.879
429,cloud_inventory,250,join,Head-tail sampling,37732,92.01822616436125,0,0,0,0.481
429,cloud_inventory,250,join,Anomaly sampling,75602,84.00726000418847,0,0,0,179.079
429,cloud_inventory,250,join,Task-aware unverified,726,99.84642298832097,1,1,0,14.462
429,cloud_inventory,250,join,Pattern-retention guard,83117,82.41754754858512,1,1,1,227.582
429,cloud_inventory,250,join,Invariant-preserving gate,722,99.84726914265526,1,1,1,210.737
430,cloud_inventory,250,negative_evidence,Raw,472727,0.0,1,1,0,0.0
430,cloud_inventory,250,negative_evidence,Fixed projection,48041,89.83747490623553,1,1,0,233.811
430,cloud_inventory,250,negative_evidence,Head-tail sampling,37732,92.01822616436125,0,0,0,0.481
430,cloud_inventory,250,negative_evidence,Anomaly sampling,75602,84.00726000418847,0,0,0,172.469
430,cloud_inventory,250,negative_evidence,Task-aware unverified,81,99.98286537473003,0,0,0,0.471
430,cloud_inventory,250,negative_evidence,Pattern-retention guard,88816,81.21198916076298,1,1,1,210.707
430,cloud_inventory,250,negative_evidence,Invariant-preserving gate,396,99.91623072090235,1,1,1,212.96
431,cloud_inventory,250,threshold,Raw,472727,0.0,1,1,0,0.0
431,cloud_inventory,250,threshold,Fixed projection,48041,89.83747490623553,0,0,0,246.61
431,cloud_inventory,250,threshold,Head-tail sampling,37732,92.01822616436125,0,0,0,0.851
431,cloud_inventory,250,threshold,Anomaly sampling,75602,84.00726000418847,1,1,0,169.475
431,cloud_inventory,250,threshold,Task-aware unverified,184,99.9610769006213,1,1,0,10.175
431,cloud_inventory,250,threshold,Pattern-retention guard,168033,64.45453718530992,1,1,1,217.817
431,cloud_inventory,250,threshold,Invariant-preserving gate,75602,84.00726000418847,1,1,0,179.25
432,cloud_inventory,250,provenance,Raw,472727,0.0,1,1,0,0.0
432,cloud_inventory,250,provenance,Fixed projection,48041,89.83747490623553,0,0,0,231.448
432,cloud_inventory,250,provenance,Head-tail sampling,37732,92.01822616436125,0,0,0,0.511
432,cloud_inventory,250,provenance,Anomaly sampling,75602,84.00726000418847,1,1,0,164.337
432,cloud_inventory,250,provenance,Task-aware unverified,2081,99.55978820757012,1,1,0,18.007
432,cloud_inventory,250,provenance,Pattern-retention guard,75600,84.00768308135562,1,1,0,209.915
432,cloud_inventory,250,provenance,Invariant-preserving gate,75602,84.00726000418847,1,1,0,196.806
433,cloud_inventory,250,lookup,Raw,472640,0.0,1,1,0,0.0
433,cloud_inventory,250,lookup,Fixed projection,48057,89.83221902505078,0,0,0,233.291
433,cloud_inventory,250,lookup,Head-tail sampling,37786,92.0053317535545,0,0,0,0.521
433,cloud_inventory,250,lookup,Anomaly sampling,83043,82.42996784021666,1,1,0,195.534
433,cloud_inventory,250,lookup,Task-aware unverified,439,99.90711746784021,1,1,0,9.484
433,cloud_inventory,250,lookup,Pattern-retention guard,83041,82.43039099526067,1,1,0,228.884
433,cloud_inventory,250,lookup,Invariant-preserving gate,83043,82.42996784021666,1,1,0,201.723
434,cloud_inventory,250,rare_event,Raw,472640,0.0,1,1,0,0.0
434,cloud_inventory,250,rare_event,Fixed projection,48057,89.83221902505078,1,1,0,235.414
434,cloud_inventory,250,rare_event,Head-tail sampling,37786,92.0053317535545,0,0,0,0.561
434,cloud_inventory,250,rare_event,Anomaly sampling,83043,82.42996784021666,1,1,0,175.183
434,cloud_inventory,250,rare_event,Task-aware unverified,876,99.81465809072444,1,1,0,14.492
434,cloud_inventory,250,rare_event,Pattern-retention guard,83041,82.43039099526067,1,1,0,202.934
434,cloud_inventory,250,rare_event,Invariant-preserving gate,83043,82.42996784021666,1,1,0,212.439
435,cloud_inventory,250,latest_state,Raw,472640,0.0,1,1,0,0.0
435,cloud_inventory,250,latest_state,Fixed projection,48057,89.83221902505078,1,1,0,231.658
435,cloud_inventory,250,latest_state,Head-tail sampling,37786,92.0053317535545,0,0,0,0.52
435,cloud_inventory,250,latest_state,Anomaly sampling,83043,82.42996784021666,0,0,0,178.128
435,cloud_inventory,250,latest_state,Task-aware unverified,172,99.9636086662153,0,0,0,9.174
435,cloud_inventory,250,latest_state,Pattern-retention guard,86829,81.62893534190927,1,1,1,201.522
435,cloud_inventory,250,latest_state,Invariant-preserving gate,631,99.86649458361543,1,1,1,208.403
436,cloud_inventory,250,aggregation,Raw,472640,0.0,1,1,0,0.0
436,cloud_inventory,250,aggregation,Fixed projection,48057,89.83221902505078,0,0,0,232.258
436,cloud_inventory,250,aggregation,Head-tail sampling,37786,92.0053317535545,0,0,0,0.48
436,cloud_inventory,250,aggregation,Anomaly sampling,83043,82.42996784021666,0,0,0,217.106
436,cloud_inventory,250,aggregation,Task-aware unverified,1729,99.63418246445498,1,1,0,40.061
436,cloud_inventory,250,aggregation,Pattern-retention guard,154749,67.25859004739337,1,1,1,222.043
436,cloud_inventory,250,aggregation,Invariant-preserving gate,1725,99.63502877454299,1,1,1,255.264
437,cloud_inventory,250,join,Raw,472640,0.0,1,1,0,0.0
437,cloud_inventory,250,join,Fixed projection,48057,89.83221902505078,0,0,0,234.923
437,cloud_inventory,250,join,Head-tail sampling,37786,92.0053317535545,0,0,0,0.581
437,cloud_inventory,250,join,Anomaly sampling,83043,82.42996784021666,0,0,0,194.321
437,cloud_inventory,250,join,Task-aware unverified,631,99.86649458361543,1,1,0,15.574
437,cloud_inventory,250,join,Pattern-retention guard,92471,80.43521496276236,1,1,1,251.748
437,cloud_inventory,250,join,Invariant-preserving gate,627,99.86734089370344,1,1,1,215.954
438,cloud_inventory,250,negative_evidence,Raw,472640,0.0,1,1,0,0.0
438,cloud_inventory,250,negative_evidence,Fixed projection,48057,89.83221902505078,1,1,0,230.446
438,cloud_inventory,250,negative_evidence,Head-tail sampling,37786,92.0053317535545,0,0,0,0.461
438,cloud_inventory,250,negative_evidence,Anomaly sampling,83043,82.42996784021666,0,0,0,185.939
438,cloud_inventory,250,negative_evidence,Task-aware unverified,81,99.98286222071768,0,0,0,0.48
438,cloud_inventory,250,negative_evidence,Pattern-retention guard,94272,80.05416384563304,1,1,1,244.076
438,cloud_inventory,250,negative_evidence,Invariant-preserving gate,360,99.92383209207854,1,1,1,249.305
439,cloud_inventory,250,threshold,Raw,472640,0.0,1,1,0,0.0
439,cloud_inventory,250,threshold,Fixed projection,48057,89.83221902505078,0,0,0,231.498
439,cloud_inventory,250,threshold,Head-tail sampling,37786,92.0053317535545,0,0,0,0.541
439,cloud_inventory,250,threshold,Anomaly sampling,83043,82.42996784021666,1,1,0,184.757
439,cloud_inventory,250,threshold,Task-aware unverified,184,99.96106973595126,1,1,0,9.754
439,cloud_inventory,250,threshold,Pattern-retention guard,158474,66.47046377792823,1,1,1,216.926
439,cloud_inventory,250,threshold,Invariant-preserving gate,83043,82.42996784021666,1,1,0,200.992
440,cloud_inventory,250,provenance,Raw,472640,0.0,1,1,0,0.0
440,cloud_inventory,250,provenance,Fixed projection,48057,89.83221902505078,0,0,0,243.736
440,cloud_inventory,250,provenance,Head-tail sampling,37786,92.0053317535545,0,0,0,0.501
440,cloud_inventory,250,provenance,Anomaly sampling,83043,82.42996784021666,1,1,0,176.305
440,cloud_inventory,250,provenance,Task-aware unverified,1645,99.65195497630332,1,1,0,16.545
440,cloud_inventory,250,provenance,Pattern-retention guard,83041,82.43039099526067,1,1,0,235.203
440,cloud_inventory,250,provenance,Invariant-preserving gate,83043,82.42996784021666,1,1,0,220.441
441,cloud_inventory,500,lookup,Raw,944848,0.0,1,1,0,0.0
441,cloud_inventory,500,lookup,Fixed projection,96028,89.83667214197416,0,0,0,471.028
441,cloud_inventory,500,lookup,Head-tail sampling,37768,96.00274329839297,0,0,0,0.611
441,cloud_inventory,500,lookup,Anomaly sampling,190765,79.80998001794998,0,0,0,315.154
441,cloud_inventory,500,lookup,Task-aware unverified,438,99.95364333734103,1,1,0,16.885
441,cloud_inventory,500,lookup,Pattern-retention guard,192649,79.6105828662388,1,1,1,371.709
441,cloud_inventory,500,lookup,Invariant-preserving gate,434,99.95406668585846,1,1,1,374.813
442,cloud_inventory,500,rare_event,Raw,944848,0.0,1,1,0,0.0
442,cloud_inventory,500,rare_event,Fixed projection,96028,89.83667214197416,1,1,0,467.472
442,cloud_inventory,500,rare_event,Head-tail sampling,37768,96.00274329839297,0,0,0,0.501
442,cloud_inventory,500,rare_event,Anomaly sampling,190765,79.80998001794998,1,1,0,346.771
442,cloud_inventory,500,rare_event,Task-aware unverified,1497,99.84156181735051,1,1,0,29.023
442,cloud_inventory,500,rare_event,Pattern-retention guard,190763,79.81019169220869,1,1,0,376.075
442,cloud_inventory,500,rare_event,Invariant-preserving gate,190765,79.80998001794998,1,1,0,350.287
443,cloud_inventory,500,latest_state,Raw,944848,0.0,1,1,0,0.0
443,cloud_inventory,500,latest_state,Fixed projection,96028,89.83667214197416,1,1,0,453.03
443,cloud_inventory,500,latest_state,Head-tail sampling,37768,96.00274329839297,0,0,0,0.461
443,cloud_inventory,500,latest_state,Anomaly sampling,190765,79.80998001794998,0,0,0,311.047
443,cloud_inventory,500,latest_state,Task-aware unverified,175,99.9814785023623,0,0,0,16.354
443,cloud_inventory,500,latest_state,Pattern-retention guard,200159,78.81574602475743,1,1,1,362.955
443,cloud_inventory,500,latest_state,Invariant-preserving gate,823,99.91289604253805,1,1,1,375.775
444,cloud_inventory,500,aggregation,Raw,944848,0.0,1,1,0,0.0
444,cloud_inventory,500,aggregation,Fixed projection,96028,89.83667214197416,0,0,0,473.462
444,cloud_inventory,500,aggregation,Head-tail sampling,37768,96.00274329839297,0,0,0,0.48
444,cloud_inventory,500,aggregation,Anomaly sampling,190765,79.80998001794998,0,0,0,322.965
444,cloud_inventory,500,aggregation,Task-aware unverified,3728,99.60543918175199,1,1,0,77.517
444,cloud_inventory,500,aggregation,Pattern-retention guard,335788,64.46116200701066,1,1,1,400.181
444,cloud_inventory,500,aggregation,Invariant-preserving gate,3724,99.60586253026942,1,1,1,465.72
445,cloud_inventory,500,join,Raw,944848,0.0,1,1,0,0.0
445,cloud_inventory,500,join,Fixed projection,96028,89.83667214197416,0,0,0,470.577
445,cloud_inventory,500,join,Head-tail sampling,37768,96.00274329839297,0,0,0,0.501
445,cloud_inventory,500,join,Anomaly sampling,190765,79.80998001794998,0,0,0,317.487
445,cloud_inventory,500,join,Task-aware unverified,1095,99.88410834335258,1,1,0,25.408
445,cloud_inventory,500,join,Pattern-retention guard,209597,77.8168551978731,1,1,1,387.813
445,cloud_inventory,500,join,Invariant-preserving gate,1091,99.88453169187001,1,1,1,389.886
446,cloud_inventory,500,negative_evidence,Raw,944848,0.0,1,1,0,0.0
446,cloud_inventory,500,negative_evidence,Fixed projection,96028,89.83667214197416,1,1,0,457.828
446,cloud_inventory,500,negative_evidence,Head-tail sampling,37768,96.00274329839297,0,0,0,0.511
446,cloud_inventory,500,negative_evidence,Anomaly sampling,190765,79.80998001794998,0,0,0,326.961
446,cloud_inventory,500,negative_evidence,Task-aware unverified,81,99.99142719252198,0,0,0,0.48
446,cloud_inventory,500,negative_evidence,Pattern-retention guard,200236,78.80759656579683,1,1,1,381.262
446,cloud_inventory,500,negative_evidence,Invariant-preserving gate,353,99.9626394933365,1,1,1,389.615
447,cloud_inventory,500,threshold,Raw,944848,0.0,1,1,0,0.0
447,cloud_inventory,500,threshold,Fixed projection,96028,89.83667214197416,0,0,0,475.364
447,cloud_inventory,500,threshold,Head-tail sampling,37768,96.00274329839297,0,0,0,0.501
447,cloud_inventory,500,threshold,Anomaly sampling,190765,79.80998001794998,1,1,0,314.162
447,cloud_inventory,500,threshold,Task-aware unverified,184,99.98052596819807,1,1,0,18.738
447,cloud_inventory,500,threshold,Pattern-retention guard,358693,62.036962559057116,1,1,1,420.482
447,cloud_inventory,500,threshold,Invariant-preserving gate,190765,79.80998001794998,1,1,0,363.847
448,cloud_inventory,500,provenance,Raw,944848,0.0,1,1,0,0.0
448,cloud_inventory,500,provenance,Fixed projection,96028,89.83667214197416,0,0,0,493.08
448,cloud_inventory,500,provenance,Head-tail sampling,37768,96.00274329839297,0,0,0,0.471
448,cloud_inventory,500,provenance,Anomaly sampling,190765,79.80998001794998,1,1,0,348.614
448,cloud_inventory,500,provenance,Task-aware unverified,4331,99.54161939274888,1,1,0,40.01
448,cloud_inventory,500,provenance,Pattern-retention guard,190763,79.81019169220869,1,1,0,388.344
448,cloud_inventory,500,provenance,Invariant-preserving gate,190765,79.80998001794998,1,1,0,377.857
449,cloud_inventory,500,lookup,Raw,944147,0.0,1,1,0,0.0
449,cloud_inventory,500,lookup,Fixed projection,95808,89.85242764103472,0,0,0,488.704
449,cloud_inventory,500,lookup,Head-tail sampling,37752,96.00147011005701,0,0,0,0.56
449,cloud_inventory,500,lookup,Anomaly sampling,175282,81.43488249181536,0,0,0,392.359
449,cloud_inventory,500,lookup,Task-aware unverified,449,99.95244384613837,1,1,0,15.994
449,cloud_inventory,500,lookup,Pattern-retention guard,177165,81.23544320958494,1,1,1,401.503
449,cloud_inventory,500,lookup,Invariant-preserving gate,445,99.95286750897901,1,1,1,417.006
450,cloud_inventory,500,rare_event,Raw,944147,0.0,1,1,0,0.0
450,cloud_inventory,500,rare_event,Fixed projection,95808,89.85242764103472,1,1,0,478.028
450,cloud_inventory,500,rare_event,Head-tail sampling,37752,96.00147011005701,0,0,0,0.541
450,cloud_inventory,500,rare_event,Anomaly sampling,175282,81.43488249181536,1,1,0,337.898
450,cloud_inventory,500,rare_event,Task-aware unverified,1243,99.86834677227169,1,1,0,24.087
450,cloud_inventory,500,rare_event,Pattern-retention guard,175280,81.43509432323567,1,1,0,404.567
450,cloud_inventory,500,rare_event,Invariant-preserving gate,175282,81.43488249181536,1,1,0,397.037
451,cloud_inventory,500,latest_state,Raw,944147,0.0,1,1,0,0.0
451,cloud_inventory,500,latest_state,Fixed projection,95808,89.85242764103472,1,1,0,517.518
451,cloud_inventory,500,latest_state,Head-tail sampling,37752,96.00147011005701,0,0,0,0.561
451,cloud_inventory,500,latest_state,Anomaly sampling,175282,81.43488249181536,0,0,0,326.771
451,cloud_inventory,500,latest_state,Task-aware unverified,174,99.98157066643223,1,0,0,16.344
451,cloud_inventory,500,latest_state,Pattern-retention guard,186660,80.2297735416201,1,1,1,382.024
451,cloud_inventory,500,latest_state,Invariant-preserving gate,727,99.922999278714,1,1,1,385.399
452,cloud_inventory,500,aggregation,Raw,944147,0.0,1,1,0,0.0
452,cloud_inventory,500,aggregation,Fixed projection,95808,89.85242764103472,0,0,0,472.72
452,cloud_inventory,500,aggregation,Head-tail sampling,37752,96.00147011005701,0,0,0,0.561
452,cloud_inventory,500,aggregation,Anomaly sampling,175282,81.43488249181536,0,0,0,325.869
452,cloud_inventory,500,aggregation,Task-aware unverified,2702,99.71381575114891,1,1,0,63.476
452,cloud_inventory,500,aggregation,Pattern-retention guard,277212,70.63889415525337,1,1,1,388.534
452,cloud_inventory,500,aggregation,Invariant-preserving gate,2698,99.71423941398956,1,1,1,421.994
453,cloud_inventory,500,join,Raw,944147,0.0,1,1,0,0.0
453,cloud_inventory,500,join,Fixed projection,95808,89.85242764103472,0,0,0,464.107
453,cloud_inventory,500,join,Head-tail sampling,37752,96.00147011005701,0,0,0,0.491
453,cloud_inventory,500,join,Anomaly sampling,175282,81.43488249181536,0,0,0,326.881
453,cloud_inventory,500,join,Task-aware unverified,1282,99.86421605957547,1,1,0,26.6
453,cloud_inventory,500,join,Pattern-retention guard,197966,79.03229052255634,1,1,1,391.639
453,cloud_inventory,500,join,Invariant-preserving gate,1278,99.8646397224161,1,1,1,423.867
454,cloud_inventory,500,negative_evidence,Raw,944147,0.0,1,1,0,0.0
454,cloud_inventory,500,negative_evidence,Fixed projection,95808,89.85242764103472,1,1,0,465.93
454,cloud_inventory,500,negative_evidence,Head-tail sampling,37752,96.00147011005701,0,0,0,0.481
454,cloud_inventory,500,negative_evidence,Anomaly sampling,175282,81.43488249181536,0,0,0,326.41
454,cloud_inventory,500,negative_evidence,Task-aware unverified,81,99.99142082747707,0,0,0,0.48
454,cloud_inventory,500,negative_evidence,Pattern-retention guard,177190,81.23279531683096,1,1,1,389.015
454,cloud_inventory,500,negative_evidence,Invariant-preserving gate,238,99.97479206098203,1,1,1,367.863
455,cloud_inventory,500,threshold,Raw,944147,0.0,1,1,0,0.0
